Species,Kingdom,Phylum,Class,Order,Family ,db,db_code,Body Length,Unit,Measurement Type,Metric,Number of Individuals,Sex,Age,Lifestage,Level,Searched By,Notes,Citation,Link,Time Searched
Packera bolanderi,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:7612887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera breweri,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3113957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera clevelandii,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3113947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera eurycephala,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3114049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera greenei,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:7887208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera ionophylla,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3113970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera macounii,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3114103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera neomexicana,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3113991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera pauciflora,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:8176006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera streptanthifolia,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3114022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Packera subnuda,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3114006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paederota bonarota,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:8203663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paeonia californica,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Paeoniaceae,gbif,GBIF:7975310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paeonia officinalis,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Paeoniaceae,gbif,GBIF:3083488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Palafoxia arida,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3121712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Palicourea sp.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paliurus spina-christi,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,gbif,GBIF:5372457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Dichanthelium acuminatum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:7985821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Panicum hillmanii,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2705098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Panicum tenuifolium,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2705132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Panicum urvilleanum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2705158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Papaver aurantiacum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,gbif,GBIF:3602840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Papaver californicum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,gbif,GBIF:2888432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Papaver dubium,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,gbif,GBIF:2888464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Stylomecon heterophyllum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,gbif,GBIF:2888511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Papaver heterophyllum,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,gbif,GBIF:2888511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Papaver rhoeas,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,gbif,GBIF:2888443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paradisea liliastrum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,gbif,GBIF:5304344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bellardia viscosa,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:8202319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parietaria hespera,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,gbif,GBIF:5361804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parietaria officinalis,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,gbif,GBIF:5361803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Neocarya macrophylla,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,gbif,GBIF:7684641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parkia biglobosa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:5348812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parnassia nubicola,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Parnassiaceae,gbif,GBIF:7314097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Parthenocissus vitacea,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,gbif,GBIF:3039193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Paspalum scrobiculatum,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:2705610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mitella breweri,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,gbif,GBIF:11207964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectiantia breweri,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,gbif,GBIF:11207964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectiantia pentandra,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,gbif,GBIF:3032906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Mitella pentandra,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,gbif,GBIF:3032906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectis papposa,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5405480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya heterocarpa,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya linearis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya penicillata,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya platycarpa,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya pusilla,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya recurvata,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pectocarya setosa,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis aspleniifolia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:7962689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis attollens,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:3171685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis densiflora,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:7755768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis foliosa,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:3724054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis integrifolia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:3742342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis lachnoglossa,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:3741930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis longiflora,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:7333286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis oederi,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:7958539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis roylei,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:7333072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis sceptrum-carolinum,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:7333052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis semibarbata,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:3171701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pedicularis trichoglossa,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,gbif,GBIF:3738289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pediomelum californicum,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,gbif,GBIF:3909943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Peganum harmala,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Tetradiclidaceae,gbif,GBIF:3189912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pelargonium grossularioides,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,gbif,GBIF:2891614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea andromedifolia,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:8230812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea brachyptera,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea breweri,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:8223782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea bridgesii,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea mucronata,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea ternifolia,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pellaea truncata,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cenchrus clandestinus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5828201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Cenchrus longisetus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,gbif,GBIF:5290192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon albomarginatus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon anguineus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon azureus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon caesius,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon calcareus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon californicus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon centranthifolius,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon clevelandii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon davidsonii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon floridus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon fruticiformis,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon gracilentus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon grinnellii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon heterodoxus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon incertus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon labrosus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon neotericus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon parvulus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3731943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon patens,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon procerus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon pseudospectabilis,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon purpusii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon roezlii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon rostriflorus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon scapoides,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon stephensii,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon sudans,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon thurberi,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Penstemon utahensis,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,gbif,GBIF:3171601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pentachaeta aurea,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5394829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pentaglottis sempervirens,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,gbif,GBIF:2926130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pentagramma pallida,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pentagramma triangularis,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:5275443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pentagramma maxonii,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:9691412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Pentagramma viscosa,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,gbif,GBIF:9793088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Peraphyllum ramosissimum,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,gbif,GBIF:2987832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perezia multiflora,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5391359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perezia pungens,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:5391419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia bolanderi,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia californica,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia howellii,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia kelloggii,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia lemmonii,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia oregana,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perideridia pringlei,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3034541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perityle emoryi,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3146426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Perityle megalocephala,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3146425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Persea sp.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Bioshifts_v1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Persicaria minor,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,gbif,GBIF:6391150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Persicaria mitis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,gbif,GBIF:7804549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bistorta vivipara,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,gbif,GBIF:10813250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petalonyx nitidus,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,gbif,GBIF:2874843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petalonyx thurberi,Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,gbif,GBIF:2874840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petasites hybridus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:9490132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petasites paradoxus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3088296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petradoria pumila,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3115081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petrorhagia prolifera,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,gbif,GBIF:3085619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petrorhagia saxifraga,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,gbif,GBIF:3085623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Petroselinum crispum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:7828157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Sison segetum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:10752773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Calibrachoa parviflora,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,gbif,GBIF:2928905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Peucedanum austriacum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:6027379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Dichoropetalum carvifolia,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3639144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Peucedanum cervaria,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:10861317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Xanthoselinum venetum,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:9283461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Tommasinia verticillaris,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,gbif,GBIF:3640419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Peucephyllum schottii,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gbif,GBIF:3151869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Phacelia affinis,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,gbif,GBIF:2928168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Phacelia bicolor,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,gbif,GBIF:2928109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Phacelia brachyloba,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,gbif,GBIF:2928081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Phacelia breweri,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,gbif,GBIF:2928090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
